Column1,title,link,description
67,"한국수력원자력, 설비 자동예측진단 기술 상품화 추진",http://www.nspna.com/news/?mode=view&newsid=540624,"<b>빅데이터</b>·인공지능 기반, 세계 최대 규모 설비... 자동예측진단 모델 개발, 기술 상품화 진행 권민수 기자, 한국수력원자력이 세계 최대 규모의 <b>빅데이터</b>·인공지능 기반 설비 자동예측진단시스템의 상품화에 나선다.... "
68,"세아홀딩스, 산업디지털전환 산업통상자원부 장관상 초대 수상",https://daily.hankooki.com/lpage/industry/202111/dh20211129115347147950.htm?s_ref=nv,"세아홀딩스는 2018년부터 디지털 기술을 적용한 공정 솔루션 구축을 위해 IOT, <b>빅데이터</b> 등 해당 전문가들로... 실제 세아홀딩스는 강종 특성에 따라 마찰 시 발생하는 스파크 형태를 데이터로 변환시켜 머신비전 기술을... "
69,"[SR산업] 한수원, <b>빅데이터</b>·AI 기반 설비 자동예측진단 기술 상품화 추진",http://www.srtimes.kr/news/articleView.html?idxno=103563,<b>빅데이터</b>ㆍ인공지능(AI) 기반 설비 자동예측진단 시스템의 상품화에 나섰다. 이와 함께 자동예측진단... 측정데이터 자동오류판정 기술 등을 포함한다. 이는 발전설비 현장에 폭넓게 활용할 수 있는 <b>빅데이터</b>ㆍAI... 
70,미디어 격차,http://www.kyosu.net/news/articleView.html?idxno=81408,"이 책은 인터넷으로부터 시작해 <b>빅데이터</b>, 인공지능에 관한 격차 이슈까지 아우르며 우리 사회에서 기술과 미디어로 인해 발생하는 격차를 다면적으로 파헤친다. 미디어 이용으로 인한 사회문화적 격차를 뉴스 이용... "
71,미디어는 어떻게 인간의 조건이 되었는가,http://www.kyosu.net/news/articleView.html?idxno=81461,"인간의 조건이 된 미디어의 메시지 4차 산업 혁명이 기정사실로 받아들여지고, 5G, <b>빅 데이터</b>, IoT, 메타버스, AI, 로봇 등의 기술이 빠르게 현실에 도입되고 있다. 특히 코로나19로 인해 비대면 접촉을 돕는 미디어 기술이 우리... "
72,"제이엠로보틱스, 휴머노이드 활용 AIoT 교육 프로그램 개발한다",http://www.irobotnews.com/news/articleView.html?idxno=27050,"이 경험을 바탕으로 AIoT 요소기술인 인공지능, 네트워크, 사물인터넷, 데이터, 클라우드 컴퓨팅, 엣지... <b>빅데이터</b>, 로보틱스 3개 분류를 아우르는 종합적인 프로그램으로 학생들에게 강한 학습 동기와 흥미를 유발하고... "
73,"이원욱, &quot;탄소중립·ESG 위한 과학기술 보급·확산 필요&quot;",https://www.ekn.kr/web/view.php?key=20211129010004964,"이원욱 위원장은 &quot;그린수소, 태양전지와 같은 신재생에너지 기술이나 CCU 기술을 통한 이산화탄소 포집, <b>빅데이터</b> 등 ESG 경영 실현을 위한 과학기술의 활용 범위는 매우 넓기에 과학기술의 보급 및 확산에 꾸준한 관심이... "
74,"전북SW융합클러스터사업단, 제7회 전북 농생명 SW융합페어 성황리 개최",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=030&aid=0002984656,전문가 세미나에서는 '데이터·네트워크·인공지능(DNA)과 농생명 SW의 결합'을 주제로 열렸다. 노동희 한국전자기술연구원 선임연구원은 <b>빅데이터</b> 기반 스마트팜 SW융합 서비스 플랫폼 구축을 주제로... 
75,"세아홀딩스, 산업디지털전환 산자부 장관상 초대 수상",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=029&aid=0002708441,<b>빅데이터</b> 등 해당 전문가들로 구성된 조직인 '디지털혁신팀'을 운영해 주력 계열사들의 스마트 팩토리 프로젝트를 주도적으로 진행해 왔다. 세아홀딩스는 강종 특성에 따라 마찰 시 발생하는 스파크 형태를 데이터로... 
76,"[데일리 IT 단신] SK쉴더스, 클라우드 교육과정 ‘SK쉴더스 루키즈’ 공개 모...",https://biz.newdaily.co.kr/site/data/html/2021/11/29/2021112900085.html,"SK쉴더스는 ‘클라우드 보안 융합전문가’, ‘클라우드 기반 <b>데이터</b> 보안 전문가’ 과정 등 두 개의 교육과정을 운영한다. 각각 24명을 정원으로 두고, 클라우드 보안, <b>데이터</b> 보안 개발 및 컨설팅을 주제로 10개의 융합... "
77,밤 10시 술집 문닫기 30분전...대리콜 돌연 200% 뛰었다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=008&aid=0004676451,"카카오모빌리티는 '카카오 T' 이용자들의 이동 <b>빅데이터</b>를 분석한 '카카오모빌리티 리포트 2021'을 발간했다고 29일 밝혔다. 보고서에 따르면 카카오T에서 중형택시 5km 미만 배차 성공률은 73.7%로, 2019년 상반기 64.6... "
78,"한수원, <b>빅데이터</b>·AI 기반 '자동예측진단시스템' 상품화",http://www.seoulfn.com/news/articleView.html?idxno=439270, 한국수력원자력이 세계 최대 규모의 <b>빅데이터</b>·인공지능 기반 설비 자동예측진단시스템의 상품화에... 이 모델을 활용한 <b>빅데이터</b>·인공지능 기반 자동예측진단시스템은 설비의 이상 징후를 사전에 탐지·진단해... 
79,[특징주] 메타버스 테마 '위지윅스튜디오' 10.76%↑,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=030&aid=0002984654,"AI와 <b>빅데이터</b> 기술로 투자 정보를 제공하는 ET라씨로의 분석결과에 따르면, 이 시간 투자자들은... 공동으로 작성한 것입니다. AI를 기반으로 생성된 데이터에 기자의 취재 내용을 추가한 'AI 휴머노이드 기사'입니다."
80,"[특징주] 'NFT' 타고 순항...FSN, +11.1% 상승",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=030&aid=0002984655,"AI와 <b>빅데이터</b> 기술로 투자 정보를 제공하는 ET라씨로의 분석결과에 따르면, 이 시간 투자자들은... AI를 기반으로 생성된 데이터에 기자의 취재 내용을 추가한 'AI 휴머노이드 기사'입니다."
81,"[아시아초대석]&quot;자율주행 면허, AI·사람·車회사 중 누구에 줄것인가 연구&quot;",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0005007037,그런 부분은 데이터가 쌓이면서 조정이 되지 않을까 생각한다. 무엇보다 모든 국민들이 서로 양보하고... 이를 위해 올해 데이터 융·복합 중심 ‘국가 교통안전 <b>빅데이터</b> 허브’ 구축을 중점적으로 추진했다. 교통안전... 
82,[한경부동산] ‘<b>빅데이터</b> 활용 디지털 중개사 창업 과정’ 사전 설명회 개최,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004634071,"한경닷컴이 개설한 ‘<b>빅데이터</b> 활용 디지털 중개사 창업 과정’에 대한 궁금증을 해소하기 위한... 이번 교육과정은 디지털, 모바일, <b>빅데이터</b>, AI, 비대면, 메타버스 등 최근 이슈 키워드가 보여주듯이 변화해가는... "
83,[주간 클라우드 동향/11월⑤] 클라우드에 속도 내는 네이버··· “비즈니스...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=138&aid=0002114379,"이번 행사에서는 인프라스트럭처, 플랫폼, 애플리케이션, 데이터 등 4개 주제에 맞춰 ▲클라우드 이전/경영 전략/운영 ▲솔루션 및 비즈니스 운영 플랫폼 ▲엔터프라이즈 지원 서비스 ▲<b>빅데이터</b> 활용 및 신기술 도입... "
84,커뮤니티 넘어 생활문화 콘텐츠...명품 라이프 구현[헤경 살고싶은집 2021],https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001918272,GS건설은 자이S&amp;D와 함께 <b>빅데이터</b>를 기반으로 한 인공지능 홈네트워크시스템인 ‘자이 AI 플랫폼’도 개발했다. 이는 단지 내에서 발생하는 다양한 <b>빅데이터</b>를 분석하고 입주민의 생활 방식에 최적화 된 환경을... 
85,"경남도, 서부경남 미래 담은 발전전략 용역완성",http://www.viva100.com/main/view.php?key=20211129010008200,<b>빅데이터</b> 기반 AI 천연물 소재 생산지원 플랫폼 구축 등이 담겨질 예정이다. 서부경남을 경남혁신도시 중심으로 선순환적 생태계를 구축하고 부울경 메가시티와 연계하는 방안을 담아 서부경남 전역을 효과적으로... 
86,"NH투자증권, <b>빅데이터</b> 경진대회 ‘데이터 문화가 되다’ 성료",https://www.cnbnews.com/news/article.html?no=521057,"(사진=NH투자증권) NH투자증권이 제2회 <b>빅데이터</b> 경진대회 ‘데이터, 문화가 되다’가 성공적으로 종료됐다고 29일 밝혔다. 발표회와 시상식은 지난 26일 NH투자증권 본사 여의도 파크원 NH금융타워에서 개최됐다.... "
87,"광화문글판 겨울편 “겸손은 머리의 각도가 아니라, 마음의 각도다” 눈길",http://www.thebigdata.co.kr/view.php?ud=202111291129151560d0a8833aad_23,외면한 채 자신의 소리를 내는 것에만 몰두하는 현실이지만 다가오는 새해는 겸손한 경청의 자세로 시작해보자는 의미에서 이번 문안을 선정했다&quot;면서 &quot;내년 2월말까지 이 문구가 걸린다&quot;고 밝혔다. 안여진 <b>빅데이터</b>뉴스 기자
88,"(재)전남정보문화산업진흥원, 국내 최대 ‘드론 스마트농업’ 견인",https://www.ekn.kr/web/view.php?key=20211129010004953,"등 <b>데이터</b> 기반의 정밀 농업이 떠오르고 있다. 전남 드론 산업의 거점 역할을 톡톡히 하고 있는... 특히, <b>데이터</b> 활용 실증을 통한 지능형 기술개발 지원 성과는 괄목할만한 성과로 꼽힌다. 드론 활용서비스 분야별 산업현장... "
89,병 잡으려다 병 키운다…항생제 오래 쓰면 당뇨병 위험 16%↑,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2017002,"국민건강보험공단 데이터 분석을 통해 항생제 사용 정도과 당뇨병 위험 사이 연관성을 분석해 이 같은 결과가 나왔다고 29일 발표했다. 연구팀은 공단 건강검진 <b>빅데이터</b>를 이용해 40세 이상 성인 20만1,459명에 대한... "
90,항생제 3개월 넘게 장기 복용 시 당뇨병 발생 위험 16%↑,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005752378,"서울대병원에 따르면 연구팀은 국민건강보험 <b>빅데이터</b>를 활용해, 40세 이상 성인 20만1459명을 14년간 추적... 박상민 교수는 &quot;이번 연구는 국민건강보험공단 건강검진 <b>빅데이터</b>를 활용하고 여러 변수를 고려해 연구의... "
91,부울경 메가시티로 우뚝 설 '서부경남' 발전 전략 나온다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003580199,<b>빅데이터</b> 기반 AI(인공지능) 천연물 소재 생산지원 플랫폼 구축 등이 담긴다. 서부경남을 경남혁신도시 중심으로 선순환적 생태계를 구축하고 부울경 메가시티와 연계하는 방안을 담아 서부경남 전역을 효과적으로... 
92,"괴산군, 지속가능한 미래농업 육성 '농업경쟁력 강화'",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005752366,"이 사업은 노지에 스마트 농업 시스템을 도입하는 것으로 최적의 재배 환경을 위해 초고속 네트워크, 사물인터넷(IOT), 첨단 정보통신기술(ICT), 인공지능(AI) <b>빅 데이터</b> 등 최첨단 기술을 도입한다. 군은 지난해... "
93,"한국무역협회, BMW그룹코리아와 테스트베드 성과발표회 개최",https://www.cnbnews.com/news/article.html?no=521044,"지난 26일 진행된 발표회에서는 사내 업무 프로세스 관리, 내부 세일즈 및 마케팅 데이터 활용 <b>빅데이터</b> 분석, 시승 차량 관리 및 모니터링, myBMW 앱 자동 시뮬레이션 테스트 등 총 4가지 분야에서 PoC에 참가했던... "
94,순천부영CC 12월 그린피 할인…&quot;주말에도 행사 진행&quot;,http://www.thebigdata.co.kr/view.php?ud=202111291122452745d0a8833aad_23,"실시, 주중과 주말 관계없이 인터넷 회원에 대한 할인 행사를 진행한다. 순천부영CC는 총면적 84만2,238㎡ 규모에 코스길이 6,587m로 순천만의 아름다운 풍경을 보면서 라운딩이 가능하다. 유경석 <b>빅데이터</b>뉴스 기자"
95,[AI융합 선도기업 IR] 제조업을 위한 AI 표준 플랫폼 개발하는 디엘정보기술,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004885804,창업초부터 <b>빅데이터</b> 활용 플랫폼 개발해 AI 솔루션 ‘테레사’로 진화 “잘 아시다시피 2016년 알파고의... 딥러닝 기술이 나오기 전인 1세대 알파고도 수 천개의 바둑 기보에서 얻은 <b>빅데이터</b>로 개발됐듯이 데이터의... 
96,항생제 많이·오래 사용하면 당뇨병 위험 높아진다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010859164,"서울대병원 가정의학과 박상민 교수팀(박선재·박영준 연구원)은 국민건강보험 <b>빅데이터</b>를 활용해 40세 이상 성인 20만1459명을 14년간 추적·관찰했다. 표본의 나이, 성별 등 인구통계학적 특성과 항생제 처방, 사용... "
97,"PTC코리아·한수원, 설비 자동예측진단시스템 상품화 추진 '맞손'",http://www.datanet.co.kr/news/articleView.html?idxno=167022,IoT(사물인터넷)과 AR(증강현실) 기반의 <b>빅데이터</b> 및 인공지능을 활용한 자동예측진단 시스템은 ▲머신러닝 기반 회전설비 자동 상태진단 ▲딥러닝 기반 전력설비 열화상 자동상태진단 ▲측정데이터 오류판정 기술을... 
98,"세아홀딩스, '산업디지털전환 부문' 산업부 장관상…초대 수상 기업 선정",http://www.ftoday.co.kr/news/articleView.html?idxno=228355,"세아홀딩스는 2018년부터 디지털 기술을 적용한 공정 솔루션 구축을 위해 IOT, <b>빅데이터</b> 등 해당 전문가들로... 실제로, 세아홀딩스는 강종 특성에 따라 마찰 시 발생하는 스파크 형태를 데이터로 변환시켜 머신비전... "
99,"한수원, 세계 최대 규모 <b>빅데이터</b>·AI 기반 설비 자동예측진단 기술 상품화 추...",http://www.worktoday.co.kr/news/articleView.html?idxno=20357,"<b>빅데이터</b>·인공지능 기반 설비 자동예측진단시스템의 상품화에 나선다. 한수원은 자동예측진단시스템... 이 모델을 활용한 <b>빅데이터</b>·인공지능 기반 자동예측진단시스템은 설비의 이상 징후를 사전에 탐지, 진단해... "
